S.N,Date,Design_No,Current_Stock,Tile_Name,Category,Brand,Size,Min_Stock,Max_Stock,Unit_Price,Status,Total_Value,Last_Updated
453.0,01-04-2025,Pain Ivory 12x12 Secoora,99.0,Pain Ivory 12x12 Secoora,Uncategorized,Generic,,10,100,0.0,Active,0.0,
454.0,01-04-2025,PAVER COBALT PARK.TILES 16*16,48.0,PAVER COBALT PARK.TILES 16*16,Uncategorized,Generic,,10,100,0.0,Active,0.0,
455.0,01-04-2025,Pista Dc,86.0,Pista Dc,Uncategorized,Generic,,10,100,0.0,Active,0.0,
456.0,01-04-2025,PLAIN BLACK 12*24 - SECOORA,2.0,PLAIN BLACK 12*24 - SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
457.0,01-04-2025,PLAIN WHITE 12*12 SECOORA,106.0,PLAIN WHITE 12*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
458.0,01-04-2025,PLAIN WHITE 2X4,22.0,PLAIN WHITE 2X4,Uncategorized,Generic,,10,100,0.0,Active,0.0,
459.0,01-04-2025,PLAIN WHITE -FLOOR TILES- 12*12 (F),3.0,PLAIN WHITE -FLOOR TILES- 12*12 (F),Uncategorized,Generic,,10,100,0.0,Active,0.0,
460.0,01-04-2025,PLAIN WHITE -WALL TILES- 12*18 Styllen,13.0,PLAIN WHITE -WALL TILES- 12*18 Styllen,Uncategorized,Generic,,10,100,0.0,Active,0.0,
461.0,01-04-2025,PULPIS GREY 2X4 PRE,27.0,PULPIS GREY 2X4 PRE,Uncategorized,Generic,,10,100,0.0,Active,0.0,
462.0,01-04-2025,PULSIP WHITE 24*48,1.0,PULSIP WHITE 24*48,Uncategorized,Generic,,10,100,0.0,Active,0.0,
463.0,01-04-2025,PULSIP WHITE -PGVT- 24*24,7.0,PULSIP WHITE -PGVT- 24*24,Uncategorized,Generic,,10,100,0.0,Active,0.0,
464.0,01-04-2025,Red Wain Onyx 2x4,20.0,Red Wain Onyx 2x4,Uncategorized,Generic,,10,100,0.0,Active,0.0,
465.0,01-04-2025,REFLECTA PLATINUM -PGVT- 24*24 - PRE.,4.0,REFLECTA PLATINUM -PGVT- 24*24 - PRE.,Uncategorized,Generic,,10,100,0.0,Active,0.0,
466.0,01-04-2025,Rich Black 2x2,9.0,Rich Black 2x2,Uncategorized,Generic,,10,100,0.0,Active,0.0,
467.0,01-04-2025,Rock Consa Grey,9.0,Rock Consa Grey,Uncategorized,Generic,,10,100,0.0,Active,0.0,
468.0,01-04-2025,ROSALIYA CREMA 2X4 PRE.,1.0,ROSALIYA CREMA 2X4 PRE.,Uncategorized,Generic,,10,100,0.0,Active,0.0,
469.0,01-04-2025,Rosaliya Gold 2x4,1.0,Rosaliya Gold 2x4,Uncategorized,Generic,,10,100,0.0,Active,0.0,
470.0,01-04-2025,ROYAL PINKI,36.0,ROYAL PINKI,Uncategorized,Generic,,10,100,0.0,Active,0.0,
471.0,01-04-2025,Saint Laurent 2x4,13.0,Saint Laurent 2x4,Uncategorized,Generic,,10,100,0.0,Active,0.0,
472.0,01-04-2025,Sandi Dc,18.0,Sandi Dc,Uncategorized,Generic,,10,100,0.0,Active,0.0,
473.0,01-04-2025,SELVE ONYX GOLD -PGVT- 24*48,32.0,SELVE ONYX GOLD -PGVT- 24*48,Uncategorized,Generic,,10,100,0.0,Active,0.0,
474.0,01-04-2025,SHINE CREMA -PGVT- 24*24,35.0,SHINE CREMA -PGVT- 24*24,Uncategorized,Generic,,10,100,0.0,Active,0.0,
475.0,01-04-2025,Silica White 2x2,5.0,Silica White 2x2,Uncategorized,Generic,,10,100,0.0,Active,0.0,
476.0,01-04-2025,SILVER ONYX 2X2 PRE.,45.0,SILVER ONYX 2X2 PRE.,Uncategorized,Generic,,10,100,0.0,Active,0.0,
477.0,01-04-2025,SMOKE STUARIO -PGVT- 24*24 - PRE.,2.0,SMOKE STUARIO -PGVT- 24*24 - PRE.,Uncategorized,Generic,,10,100,0.0,Active,0.0,
478.0,01-04-2025,SNOW WHITE -PGVT- 24*24,30.0,SNOW WHITE -PGVT- 24*24,Uncategorized,Generic,,10,100,0.0,Active,0.0,
479.0,01-04-2025,Sparkle Granic Bianco 16x16,82.0,Sparkle Granic Bianco 16x16,Uncategorized,Generic,,10,100,0.0,Active,0.0,
480.0,01-04-2025,Sparkle Granic Choco 16x16,66.0,Sparkle Granic Choco 16x16,Uncategorized,Generic,,10,100,0.0,Active,0.0,
481.0,01-04-2025,Sparkle Granic Ivory 16x16,10.0,Sparkle Granic Ivory 16x16,Uncategorized,Generic,,10,100,0.0,Active,0.0,
482.0,01-04-2025,Sparkle Granic Nero 16x16,80.0,Sparkle Granic Nero 16x16,Uncategorized,Generic,,10,100,0.0,Active,0.0,
483.0,01-04-2025,SP BLUE,49.0,SP BLUE,Uncategorized,Generic,,10,100,0.0,Active,0.0,
484.0,01-04-2025,SPIRAL CHOCO -PGVT- 24*48,1.0,SPIRAL CHOCO -PGVT- 24*48,Uncategorized,Generic,,10,100,0.0,Active,0.0,
485.0,01-04-2025,SP RED,79.0,SP RED,Uncategorized,Generic,,10,100,0.0,Active,0.0,
486.0,01-04-2025,STAGNONE BLUE -PGVT- 24*24,15.0,STAGNONE BLUE -PGVT- 24*24,Uncategorized,Generic,,10,100,0.0,Active,0.0,
487.0,01-04-2025,STATURIO MARBLE -PGVT- 24*48,5.0,STATURIO MARBLE -PGVT- 24*48,Uncategorized,Generic,,10,100,0.0,Active,0.0,
488.0,01-04-2025,Stilwell Statuario 2x4 Gvt,2.0,Stilwell Statuario 2x4 Gvt,Uncategorized,Generic,,10,100,0.0,Active,0.0,
489.0,01-04-2025,SUPER BLACK 24*48,5.0,SUPER BLACK 24*48,Uncategorized,Generic,,10,100,0.0,Active,0.0,
490.0,01-04-2025,SUPER WHITE CEFONE,7.0,SUPER WHITE CEFONE,Uncategorized,Generic,,10,100,0.0,Active,0.0,
491.0,01-04-2025,TG Silver 1kg Ivory,3.0,TG Silver 1kg Ivory,Uncategorized,Generic,,10,100,0.0,Active,0.0,
492.0,01-04-2025,TG Silver 1kg White,7.0,TG Silver 1kg White,Uncategorized,Generic,,10,100,0.0,Active,0.0,
493.0,01-04-2025,THUNDER BOLD -PGVT- 24*24,47.0,THUNDER BOLD -PGVT- 24*24,Uncategorized,Generic,,10,100,0.0,Active,0.0,
494.0,01-04-2025,THUNDER BRONZE -PGVT- 24*24 - PRE.,14.0,THUNDER BRONZE -PGVT- 24*24 - PRE.,Uncategorized,Generic,,10,100,0.0,Active,0.0,
495.0,01-04-2025,Tiles Cleaner 1ltr,1.0,Tiles Cleaner 1ltr,Uncategorized,Generic,,10,100,0.0,Active,0.0,
496.0,01-04-2025,W-51120 -F 12*12 SECOORA,57.0,W-51120 -F 12*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
497.0,01-04-2025,W-51195-F 12*12 SECOORA,30.0,W-51195-F 12*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
498.0,01-04-2025,W-51342 -F 12*12 SECOORA,6.0,W-51342 -F 12*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
499.0,01-04-2025,W-51402-F 12*12 SECOORA,53.0,W-51402-F 12*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
500.0,01-04-2025,W-51745 F 300X300 SECOORA,19.0,W-51745 F 300X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
501.0,01-04-2025,W-51798 (F) 12*12 SECOORA,1.0,W-51798 (F) 12*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
502.0,01-04-2025,W-52136-F 12*12 SECOORA,30.0,W-52136-F 12*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
503.0,01-04-2025,W-AQUA -F 12*12 SECOORA,28.0,W-AQUA -F 12*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
504.0,01-04-2025,WHITE 12X12 F,50.0,WHITE 12X12 F,Uncategorized,Generic,,10,100,0.0,Active,0.0,
505.0,01-04-2025,White Dc,34.0,White Dc,Uncategorized,Generic,,10,100,0.0,Active,0.0,
506.0,01-04-2025,WINDSON PARK.TILES -7105- 16*16,8.0,WINDSON PARK.TILES -7105- 16*16,Uncategorized,Generic,,10,100,0.0,Active,0.0,
507.0,01-04-2025,WINDSON PARK.TILES -7143- 16*16,23.0,WINDSON PARK.TILES -7143- 16*16,Uncategorized,Generic,,10,100,0.0,Active,0.0,
508.0,01-04-2025,WSM- 113 300X300 SECOORA,6.0,WSM- 113 300X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
509.0,01-04-2025,WSM- 113 D-P 450X300 SECOORA,10.0,WSM- 113 D-P 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
510.0,01-04-2025,WSM- 113 L-P 450X300 SECOORA,55.0,WSM- 113 L-P 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
511.0,01-04-2025,WSM-268 AQUA D-S23 450X300 SECOORA,8.0,WSM-268 AQUA D-S23 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
512.0,01-04-2025,WSM 268 AQUA HL-S157 450X300 SECOORA,3.0,WSM 268 AQUA HL-S157 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
513.0,01-04-2025,WSM 268 AQUA L-S23 450X300 SECOORA,40.0,WSM 268 AQUA L-S23 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
514.0,01-04-2025,WSM-502 (HL-1)P 18*12 SECOORA,28.0,WSM-502 (HL-1)P 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
515.0,01-04-2025,WSM-502 (HL-4)P 18*12 SECOORA,20.0,WSM-502 (HL-4)P 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
516.0,01-04-2025,WSM-502 (L)P 18*12 SECOORA,95.0,WSM-502 (L)P 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
517.0,01-04-2025,WSM-51120-DP 12*18 SECOORA,28.0,WSM-51120-DP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
518.0,01-04-2025,WSM-51120-HL-AP 12*18 SECOORA,13.0,WSM-51120-HL-AP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
519.0,01-04-2025,WSM-51120-HL-BP 12*18 SECOORA,13.0,WSM-51120-HL-BP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
520.0,01-04-2025,WSM-51120-LP 12*18 SECOORA,32.0,WSM-51120-LP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
521.0,01-04-2025,WSM-51195 (D) 2S 18*12 SECOORA,12.0,WSM-51195 (D) 2S 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
522.0,01-04-2025,WSM-51195 (L)2S 18*12 SECOORA,2.0,WSM-51195 (L)2S 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
523.0,01-04-2025,WSM 51342 -D S218 12*18 SECOORA,5.0,WSM 51342 -D S218 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
524.0,01-04-2025,WSM 51342 HL-1 S218 12*18 SECOORA,27.0,WSM 51342 HL-1 S218 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
525.0,01-04-2025,WSM 51342 L-S218 12*18 SECOORA,7.0,WSM 51342 L-S218 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
526.0,01-04-2025,WSM-51402-DP 12*18 SECOORA,8.0,WSM-51402-DP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
527.0,01-04-2025,WSM-51402-HL-1 S229 12*18 SECOORA,64.0,WSM-51402-HL-1 S229 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
528.0,01-04-2025,WSM-51402 (HL-2) 2S 18*12 SECOORA,31.0,WSM-51402 (HL-2) 2S 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
529.0,01-04-2025,WSM-51402-LP 12*18 SECOORA,27.0,WSM-51402-LP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
530.0,01-04-2025,WSM-51461-D-S31 12*18 SECOORA,17.0,WSM-51461-D-S31 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
531.0,01-04-2025,WSM-51461-HL-2 S31 12*18 SECOORA,44.0,WSM-51461-HL-2 S31 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
532.0,01-04-2025,WSM-51461-L S31 12*18 SECOORA,73.0,WSM-51461-L S31 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
533.0,01-04-2025,WSM-51477-HL-1 S223 12*18 SECOORA,23.0,WSM-51477-HL-1 S223 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
534.0,01-04-2025,WSM-51477-LP 12*18 SECOORA,32.0,WSM-51477-LP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
535.0,01-04-2025,WSM-51657-DP 12*18 SECOORA,16.0,WSM-51657-DP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
536.0,01-04-2025,WSM-51657-HL-1 S186 12*18 SECOORA,5.0,WSM-51657-HL-1 S186 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
537.0,01-04-2025,WSM-51657-LP 12*18 SECOORA,3.0,WSM-51657-LP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
538.0,01-04-2025,WSM-51745 D-P 450X300 SECOORA,6.0,WSM-51745 D-P 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
539.0,01-04-2025,WSM -51745 HL-1 S202 450X300 SECOORA,58.0,WSM -51745 HL-1 S202 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
540.0,01-04-2025,WSM-51745 L-P 450X300 SECOORA,65.0,WSM-51745 L-P 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
541.0,01-04-2025,WSM-51798 -DP 12*18 SECOORA,1.0,WSM-51798 -DP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
542.0,01-04-2025,WSM-51815-HL-1 S256 12*18 SECOORA,26.0,WSM-51815-HL-1 S256 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
543.0,01-04-2025,WSM-51867-HL-1 S249 12*18 SECOORA,5.0,WSM-51867-HL-1 S249 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
544.0,01-04-2025,WSM-51867-LP 12*18 SECOORA,3.0,WSM-51867-LP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
545.0,01-04-2025,WSM-519 KCH-03-P 18*12 SECOORA,21.0,WSM-519 KCH-03-P 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
546.0,01-04-2025,WSM-52136 D-P 18*12 SECOORA,6.0,WSM-52136 D-P 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
547.0,01-04-2025,WSM-52136 (HL-1) S267 18*12 SECOORA,4.0,WSM-52136 (HL-1) S267 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
548.0,01-04-2025,WSM-529 (D) S181 18*12 SECOORA,16.0,WSM-529 (D) S181 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
549.0,01-04-2025,WSM-529 -F 300X300 SECOORA,59.0,WSM-529 -F 300X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
550.0,01-04-2025,WSM 529 HL-1 S181 450X300 SECOORA,90.0,WSM 529 HL-1 S181 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
551.0,01-04-2025,WSM-529-KCH-01-S181 18*12 SECOORA,5.0,WSM-529-KCH-01-S181 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
552.0,01-04-2025,WSM-529-KCH-02-S181 18*12 SECOORA,18.0,WSM-529-KCH-02-S181 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
553.0,01-04-2025,WSM-529 L-S181 450X300 SECOORA,60.0,WSM-529 L-S181 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
554.0,01-04-2025,WSM -536-KCH-1 S174 12*18 SECOORA,7.0,WSM -536-KCH-1 S174 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
555.0,01-04-2025,WSM -536 -KCH-3 S174 12*18 SECOORA,15.0,WSM -536 -KCH-3 S174 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
556.0,01-04-2025,WSM -536 -L S174 12*18 SECOORA,21.0,WSM -536 -L S174 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
557.0,01-04-2025,WSM-538-LP 12*18 SECOORA,5.0,WSM-538-LP 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
558.0,01-04-2025,WSM-562-KCH-1 -S182 18*12 SECOORA,14.0,WSM-562-KCH-1 -S182 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
559.0,01-04-2025,WSM-562-KCH-2 -S182 18*12 SECOORA,16.0,WSM-562-KCH-2 -S182 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
560.0,01-04-2025,WSM-562-L-S182 18*12 SECOORA,62.0,WSM-562-L-S182 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
561.0,01-04-2025,WSM-625-D-S219 12*18 SECOORA,5.0,WSM-625-D-S219 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
562.0,01-04-2025,WSM-625-KCH-1 S219 12*18 SECOORA,10.0,WSM-625-KCH-1 S219 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
563.0,01-04-2025,WSM-625-KCH-2 S219 12*18 SECOORA,19.0,WSM-625-KCH-2 S219 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
564.0,01-04-2025,WSM-648-D-S181 18*12 SECOORA,99.0,WSM-648-D-S181 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
565.0,01-04-2025,WSM-648-KCH-1-S181 18*12 SECOORA,24.0,WSM-648-KCH-1-S181 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
566.0,01-04-2025,WSM-648-L -S181 18*12 SECOORA,12.0,WSM-648-L -S181 18*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
567.0,01-04-2025,WSM -650 D-S31 450X300 SECOORA,52.0,WSM -650 D-S31 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
568.0,01-04-2025,WSM -650 KCH-1 -P 450X300 SECOORA,8.0,WSM -650 KCH-1 -P 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
569.0,01-04-2025,WSM- 675 -KCH-1 -P 12*18 SECOORA,20.0,WSM- 675 -KCH-1 -P 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
570.0,01-04-2025,WSM -675 -KCH-2 -P 12*18 SECOORA,36.0,WSM -675 -KCH-2 -P 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
571.0,01-04-2025,WSM -675 -L -P 12*18 SECOORA,6.0,WSM -675 -L -P 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
572.0,01-04-2025,WSM-G-10299-S41 450X300 SECOORA,1.0,WSM-G-10299-S41 450X300 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
573.0,01-04-2025,WSM-G-10339 AL01 12*18 SECOORA,1.0,WSM-G-10339 AL01 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
574.0,01-04-2025,WSM- PLAIN BLACK 12*18 SECOORA,50.0,WSM- PLAIN BLACK 12*18 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
575.0,01-04-2025,W-WHITE -F-P- 12*12 KHAKHI PLAIN SECOORA,117.0,W-WHITE -F-P- 12*12 KHAKHI PLAIN SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
576.0,01-04-2025,W-WHITE MATE -F- 12*12 SECOORA,61.0,W-WHITE MATE -F- 12*12 SECOORA,Uncategorized,Generic,,10,100,0.0,Active,0.0,
577.0,01-04-2025,YELLOW,59.0,YELLOW,Uncategorized,Generic,,10,100,0.0,Active,0.0,
578.0,01-04-2025,Z BLACK 2X4 PRE,28.0,Z BLACK 2X4 PRE,Uncategorized,Generic,,10,100,0.0,Active,0.0,
579.0,01-04-2025,ZEBRONIC NERO -PGVT- 24*24 - PRE.,91.0,ZEBRONIC NERO -PGVT- 24*24 - PRE.,Uncategorized,Generic,,10,100,0.0,Active,0.0,
580.0,01-04-2025,Z/SUPER BLACK -24*24,34.0,Z/SUPER BLACK -24*24,Uncategorized,Generic,,10,100,0.0,Active,0.0,
